Name,Age,Country,CGPA,Skill,Program
Jose Green,19,Palestinian Territory,3.64,Python,BS Software Engineering
Cameron Alexander,24,Uzbekistan,3.23,Excel,BS Business Analytics
Karen Crane,25,Nicaragua,3.05,SQL,BS Information Technology
Trevor Gallegos,18,Mongolia,2.11,SQL,BS Business Analytics
Michael Carey,16,Luxembourg,3.73,Statistics,BS Business Analytics
Jennifer Reed,18,Colombia,3.3,Excel,BS Information Technology
Michael Murphy MD,17,Chile,3.67,Excel,BS Business Analytics
Anthony Diaz,20,Korea,2.76,Excel,BS Information Technology
Brett Barron,20,Bahrain,3.37,Excel,BS Business Analytics
Cynthia Williams,23,Wallis and Futuna,2.97,Excel,BS Business Analytics
Kenneth Burton,21,Lao People's Democratic Republic,2.91,Excel,BS Information Technology
Matthew Daniel,25,French Guiana,2.63,Financial Modelling,BS Accounting & Finance
Maria Bryant,24,Pitcairn Islands,2.22,SQL,BS Information Technology
Sherry Johnson,25,Guernsey,3.19,Excel,BS Information Technology
Karen Bean,20,Jamaica,3.99,Statistics,BS Data Science
Kathryn Marshall,19,Mali,2.86,Excel,BS Information Technology
Megan Solis,23,Western Sahara,2.12,Management,BBA
Robert Mullins,17,Monaco,2.44,Python,BS Computer Science
Kimberly Perez,18,Mauritania,2.25,Python,BS Computer Science
Ms. Sarah Johnson,18,Djibouti,2.24,Python,BS Software Engineering
Kimberly Henderson,21,Saint Martin,2.77,Python,BS Computer Science
Elizabeth Robertson,19,Palestinian Territory,3.56,Statistics,BS Data Science
Carol Chung,20,Malta,2.33,Statistics,BS Data Science
Donald Aguilar,18,Canada,3.48,Python,BS Data Science
Janice Dunlap,18,Eritrea,3.13,SQL,BS Information Technology
Robert Williams,21,San Marino,2.26,Python,BS Software Engineering
Frederick Mcbride,25,Cote d'Ivoire,3.91,Financial Modelling,BS Accounting & Finance
Joshua Gilbert,19,Venezuela,2.41,Risk Management,BS Accounting & Finance
Edward Nelson,24,Swaziland,2.53,SQL,BS Computer Science
Jasmine Harris,25,Comoros,3.66,Python,BS Software Engineering
Anthony Becker,18,Malawi,3.56,Excel,BS Information Technology
Penny Williams,22,Madagascar,3.62,Python,BS Software Engineering
Vickie Jones,20,Benin,3.27,Python,BS Software Engineering
Kathleen Gomez,19,Madagascar,2.89,SQL,BS Information Technology
Jessica Walker,19,Iraq,3.05,SQL,BS Business Analytics
Bonnie Robinson,19,Canada,3.15,Financial Modelling,BS Accounting & Finance
Alisha Ruiz,20,Mexico,2.18,Python,BS Computer Science
Emma Goodwin MD,24,Suriname,2.32,Excel,BBA
Mark Moses,23,Mayotte,3.21,Statistics,BS Business Analytics
Jamie West,20,Timor-Leste,2.33,Financial Modelling,BS Accounting & Finance
Elizabeth Monroe,18,Puerto Rico,3.5,Excel,BS Accounting & Finance
Jorge Cunningham,19,Germany,3.11,Python,BS Data Science
Joshua Gilbert,18,Mongolia,2.25,SQL,BS Computer Science
Steven Sanchez,22,Rwanda,2.2,SQL,BS Business Analytics
Edward Moore,23,Georgia,2.7,R,BS Data Science
Kendra Smith,20,Monaco,2.51,Python,BS Data Science
Matthew Shah,17,El Salvador,3.2,None,BBA
Emily Huffman,17,Guernsey,2.97,SQL,BS Computer Science
Melissa House,18,Cayman Islands,3.66,Risk Management,BS Accounting & Finance
Kathy Smith,21,Norway,2.44,Python,BS Software Engineering
Kevin Maxwell,23,Chad,3.25,None,BBA
Chelsea Miller,22,Luxembourg,3.64,Statistics,BS Business Analytics
Roger Lee,22,Micronesia,3.42,Python,BS Software Engineering
Riley Taylor,17,Cote d'Ivoire,2.17,Management,BBA
Kristina Williams,16,Puerto Rico,2.13,Python,BS Computer Science
Danny Harrison,19,Morocco,2.27,Statistics,BS Data Science
Cody Lawrence,20,Guadeloupe,3.87,Excel,BS Business Analytics
William Bennett,22,Seychelles,3.36,Python,BS Software Engineering
Michael Hawkins,16,Botswana,2.26,SQL,BS Information Technology
Joshua Miller,23,Mali,2.47,Management,BBA
Bernard Vargas,20,Cote d'Ivoire,3.01,R,BS Data Science
Lauren Fuller,25,Korea,2.45,Management,BBA
Whitney West,18,Madagascar,3.04,SQL,BS Business Analytics
Maurice Chang,18,Jamaica,3.06,Python,BS Computer Science
John Fischer,24,Kyrgyz Republic,2.61,Python,BS Computer Science
Todd Cole,19,Estonia,3.44,Management,BBA
April Lee,24,Guatemala,2.94,SQL,BS Computer Science
Jennifer Marshall,25,San Marino,3.34,Python,BS Computer Science
Anna Parker,17,Niger,3.17,SQL,BS Information Technology
Andrew Kim,18,Guinea-Bissau,2.98,SQL,BS Business Analytics
Jason Estrada,18,Spain,2.68,SQL,BS Computer Science
Megan Johnson,23,Puerto Rico,2.84,Python,BS Software Engineering
Jeremy Henderson,19,Vanuatu,2.91,Python,BS Data Science
Traci Ellison,25,Pakistan,2.94,Financial Modelling,BS Accounting & Finance
Glenn Hull,20,Guinea-Bissau,3.82,Excel,BS Accounting & Finance
Cindy Smith MD,24,Trinidad and Tobago,3.84,None,BBA
Kathleen Mitchell,22,Mali,3.36,Excel,BS Information Technology
Brian Hawkins,22,Eritrea,3.42,Python,BS Computer Science
Sarah Thompson,18,Monaco,3.48,Python,BS Data Science
Kelly Walker,19,New Caledonia,3.58,Python,BS Software Engineering
Misty Norman,21,Svalbard & Jan Mayen Islands,3.29,SQL,BS Information Technology
Stephanie Moore,17,Chile,3.98,Excel,BBA
Barbara Walker,25,Guernsey,2.82,Statistics,BS Business Analytics
Jason Washington MD,16,Cameroon,3.42,Python,BS Software Engineering
Stacy Lewis,23,Japan,3.93,Financial Modelling,BS Accounting & Finance
Kelly Hill,21,Angola,3.35,None,BBA
Catherine Rivas,23,Barbados,3.74,SQL,BS Information Technology
Maria Smith,23,Grenada,2.83,SQL,BS Information Technology
Jill Parker,17,India,2.45,Excel,BS Information Technology
John Gross,19,Gambia,3,Management,BBA
William Montgomery,19,Algeria,2.04,Excel,BS Information Technology
Mr. Robert Fernandez,18,Dominican Republic,2.95,Python,BS Software Engineering
Christian Lee,18,Sudan,3.83,Python,BS Software Engineering
Rachel Hensley,19,Bolivia,3.49,Excel,BS Business Analytics
Teresa Reilly,18,Qatar,2.23,R,BS Data Science
Gabrielle Martin,17,United States Virgin Islands,3.26,Financial Modelling,BS Accounting & Finance
James Mora,17,Finland,2.18,Python,BS Data Science
Guy Rocha,20,Cambodia,3.07,Python,BS Software Engineering
Robert Jennings,18,Jersey,2.2,R,BS Data Science
Jennifer Martinez,17,Guam,2.24,Python,BS Software Engineering
Stephen Rodriguez,25,Hong Kong,2.07,Excel,BS Information Technology
Jennifer Burgess,24,Liberia,2.86,Excel,BBA
James Robles,18,Slovenia,2.49,Statistics,BS Business Analytics
James Hodges,22,American Samoa,3.35,Python,BS Computer Science
Priscilla Moore,21,Turkey,2.88,R,BS Data Science
Gina Little,20,Kuwait,2.59,Python,BS Software Engineering
Douglas Mccann,25,South Africa,2.18,R,BS Data Science
Daniel Robinson,18,South Africa,2.7,SQL,BS Computer Science
Christian Luna,22,Saint Pierre and Miquelon,3.67,SQL,BS Business Analytics
Robert Herrera,22,French Southern Territories,3.05,Management,BBA
Alexandra Rios,25,San Marino,3.68,SQL,BS Information Technology
Theodore Hinton,21,Armenia,2.27,Excel,BBA
Melissa Walker,19,French Guiana,2.61,Excel,BBA
Cheryl Freeman,21,Togo,2.56,Python,BS Software Engineering
Austin Solis DDS,25,Korea,2.51,None,BBA
Kristen Moore,23,Spain,2.07,Financial Modelling,BS Accounting & Finance
Carol Guzman,16,Seychelles,2.92,Statistics,BS Business Analytics
Makayla Lopez,17,Northern Mariana Islands,3.33,Excel,BS Business Analytics
Kevin Miller,25,Georgia,2.28,Statistics,BS Business Analytics
Sophia Grant,23,Mexico,2.66,Excel,BS Accounting & Finance
Diana Bennett,22,Korea,2.43,SQL,BS Computer Science
Jeffrey Rojas,16,Ecuador,3.95,Excel,BS Business Analytics
Robert Clark,24,Western Sahara,2.32,Excel,BS Business Analytics
Gary Foster,20,Bouvet Island (Bouvetoya),3.8,Financial Modelling,BS Accounting & Finance
Alexa Rogers,21,Serbia,2.68,SQL,BS Business Analytics
Marcia Higgins,17,Anguilla,2.99,Financial Modelling,BS Accounting & Finance
Carolyn Sparks,24,Bhutan,3.09,Excel,BS Accounting & Finance
Melanie Cole,25,United Arab Emirates,3.54,Python,BS Software Engineering
Evan Cantu Jr.,24,United Kingdom,2.05,Python,BS Computer Science
Danielle Johnson,21,Christmas Island,2.22,Statistics,BS Data Science
Christina Baldwin,22,United Arab Emirates,3.55,Python,BS Software Engineering
Victor Myers,25,El Salvador,2.22,Python,BS Software Engineering
Dana Anderson,24,Lithuania,3.08,R,BS Data Science
Jessica Moody,16,Turkey,2.38,Python,BS Software Engineering
Brittany Hernandez,22,Georgia,2.15,Python,BS Data Science
Frank Hall,24,Tunisia,2.76,SQL,BS Information Technology
Madeline Joseph,16,Turks and Caicos Islands,3.38,Python,BS Software Engineering
Cynthia Burke,23,Sierra Leone,3.41,Excel,BS Business Analytics
Ruth Lewis,17,Greenland,3.24,Python,BS Software Engineering
Richard Grimes,19,Korea,2.81,SQL,BS Business Analytics
James Pugh,25,Jordan,3.34,Management,BBA
Lisa Snyder,23,Honduras,3.83,Management,BBA
Allison Chavez,19,Panama,3.7,Financial Modelling,BS Accounting & Finance
Laura Johnson,22,Austria,2.08,None,BBA
Jonathan Dickerson Jr.,19,Cameroon,2.85,SQL,BS Computer Science
Brenda Barry,18,Marshall Islands,3.7,Excel,BS Business Analytics
Alexandra Chavez,24,Vietnam,3.77,Financial Modelling,BS Accounting & Finance
Anne James,21,Falkland Islands (Malvinas),3.51,Python,BS Software Engineering
Steve Barron,20,New Caledonia,3.87,Statistics,BS Business Analytics
Aaron Rodriguez,21,Ukraine,2.3,Python,BS Computer Science
John Manning,16,Finland,3.88,Management,BBA
Darren Ryan,21,Venezuela,3.29,Risk Management,BS Accounting & Finance
Jennifer Bennett,21,Turks and Caicos Islands,2.49,Statistics,BS Data Science
Becky Green,22,Togo,3.85,Python,BS Computer Science
Christina Powell,16,Andorra,2.06,Python,BS Data Science
John Smith,17,Svalbard & Jan Mayen Islands,2.92,Statistics,BS Data Science
Tammy Padilla,22,Sierra Leone,2.1,SQL,BS Computer Science
Deanna Martinez,21,Bangladesh,3.33,Python,BS Computer Science
Ryan Ross,24,Lithuania,2.51,Python,BS Software Engineering
Marcus Robinson,17,Nauru,2.77,Management,BBA
Danny Lloyd,18,Belgium,3.49,SQL,BS Computer Science
Patricia Travis,20,Chad,3.96,Statistics,BS Data Science
Melissa Daniel,23,Singapore,2.82,Management,BBA
Katherine Mayer,24,Bulgaria,3.79,Management,BBA
Francis Williams,20,Grenada,3.07,Financial Modelling,BS Accounting & Finance
Lisa Robinson,24,British Indian Ocean Territory (Chagos Archipelago),2.57,R,BS Data Science
Mary Jones,25,San Marino,2.3,Python,BS Data Science
Anthony Morgan,23,Cambodia,3.27,None,BBA
Steven Crawford,20,Lesotho,3.14,Python,BS Computer Science
Adrian Fletcher,21,Liechtenstein,2.06,Management,BBA
Rebekah Schroeder,25,Malta,3.08,Statistics,BS Data Science
Allison Page,21,Western Sahara,2.18,Python,BS Data Science
Lisa Johnson,25,Austria,3.45,Management,BBA
Molly Garner,22,Cote d'Ivoire,3.22,Excel,BBA
Richard Madden,19,Saint Lucia,3.91,Python,BS Software Engineering
Timothy Williams,16,Montenegro,3.61,Excel,BS Information Technology
Jennifer Jones,18,Australia,2.72,Python,BS Software Engineering
Kristie Mayer,20,Tunisia,2.39,Python,BS Computer Science
William Powell,20,Cook Islands,3.71,Excel,BBA
Michelle Silva,22,Serbia,2.12,SQL,BS Computer Science
Jennifer Anderson,16,Ghana,2.11,Python,BS Data Science
Jeffrey Farmer,19,Bermuda,3.34,Excel,BS Business Analytics
Michael Gordon,18,Turks and Caicos Islands,3,Python,BS Software Engineering
Candice Reynolds,23,Korea,2.13,Python,BS Data Science
Kelly Hughes,17,Belize,3.59,Excel,BS Business Analytics
Brenda Gallagher,17,Czech Republic,2.61,Python,BS Software Engineering
Linda Martin,16,Georgia,3.55,SQL,BS Information Technology
William Harris,19,Brunei Darussalam,2.56,Excel,BS Accounting & Finance
Chad Clayton,18,Montserrat,2.4,Python,BS Software Engineering
Abigail Kennedy,22,Uruguay,2.16,SQL,BS Business Analytics
Erica Hill,17,United Arab Emirates,2.44,SQL,BS Computer Science
Jordan Carson,18,Mauritania,2.09,SQL,BS Business Analytics
Amy Bass,24,Netherlands,3.59,Excel,BS Business Analytics
Ryan Ballard,18,Cameroon,2.62,Financial Modelling,BS Accounting & Finance
David Parks,25,Tokelau,2.25,Excel,BS Accounting & Finance
Audrey Wang,17,Senegal,3.46,Python,BS Software Engineering
Cynthia Powell,23,Tokelau,3.33,Excel,BS Information Technology
David Thomas,20,Estonia,3.85,Python,BS Software Engineering
Patrick Lopez,23,Cayman Islands,2.18,R,BS Data Science
Pamela Pennington,20,Timor-Leste,3.85,Python,BS Software Engineering
Gregory Smith,21,Tanzania,3.86,Python,BS Software Engineering
Michelle Sutton,19,Bahamas,2.01,SQL,BS Business Analytics
Kevin Orozco,17,Somalia,3.7,Python,BS Data Science
Steve Klein,21,North Macedonia,3.4,Risk Management,BS Accounting & Finance
Lindsay Thomas,18,Congo,3.5,SQL,BS Computer Science
Michael Hill,19,Saudi Arabia,2.53,Excel,BS Accounting & Finance
Jacob Carter DVM,22,South Africa,2.02,Python,BS Computer Science
Lori Collins,18,Anguilla,3.5,Python,BS Software Engineering
Leah Carrillo,24,Uruguay,3,Financial Modelling,BS Accounting & Finance
Thomas Gutierrez,16,Korea,3.1,Statistics,BS Business Analytics
Norma Nguyen,18,Maldives,2.24,Python,BS Software Engineering
Bethany Daniels,20,Grenada,2.83,Excel,BS Information Technology
Billy Thompson,20,Egypt,2.51,Python,BS Software Engineering
Christopher Schwartz,21,Singapore,3.5,Excel,BBA
Cynthia Byrd,25,Reunion,3.37,Python,BS Computer Science
Ms. Jennifer Olson,21,Fiji,2.14,Risk Management,BS Accounting & Finance
Edward Davenport,20,Tuvalu,3.26,Statistics,BS Data Science
Gina Scott,19,Isle of Man,3.08,Excel,BBA
Paula Hurley,24,Iran,3.09,Python,BS Software Engineering
Jennifer Coffey,20,Denmark,3.19,Python,BS Data Science
David Thomas,25,Sri Lanka,2.57,Python,BS Computer Science
Vanessa Jones,17,Belgium,2.74,Statistics,BS Business Analytics
Brandi Copeland,17,Bangladesh,2.87,Management,BBA
Timothy Bennett,24,Paraguay,2.94,Statistics,BS Business Analytics
Matthew Harris,21,Christmas Island,2.41,Statistics,BS Business Analytics
Mark Harris,25,Sudan,2.55,Excel,BS Information Technology
Manuel Young,22,Belgium,2.31,Python,BS Data Science
Darrell Lewis,16,Trinidad and Tobago,2.41,Financial Modelling,BS Accounting & Finance
Elizabeth Vargas,25,Tonga,3.95,Excel,BS Information Technology
Sheryl Morgan,19,Christmas Island,3.81,Management,BBA
Cheryl Valencia,23,Croatia,3.37,Risk Management,BS Accounting & Finance
Brandon Scott,19,Cocos (Keeling) Islands,2.58,Management,BBA
Becky Elliott,17,Cuba,2.09,Management,BBA
Kristina Bennett,22,Kiribati,2.76,R,BS Data Science
Katherine Evans,17,France,3.3,Python,BS Software Engineering
Vanessa Chang,22,United Kingdom,2.7,Python,BS Software Engineering
Brian Contreras,20,Saint Kitts and Nevis,2.55,Python,BS Software Engineering
Johnathan Price,16,British Virgin Islands,2.44,SQL,BS Computer Science
Jorge Gray,20,Gabon,2.83,Python,BS Computer Science
Susan Welch,20,Congo,2.22,Python,BS Software Engineering
Mr. John Gardner MD,21,Aruba,3.41,Risk Management,BS Accounting & Finance
Matthew Williamson,20,Guadeloupe,2.33,Python,BS Data Science
Sherri Mathews,16,Monaco,3.65,None,BBA
Amy Strong,21,Mali,3.8,Statistics,BS Data Science
Wyatt Mckee,22,India,2.9,Excel,BS Information Technology
Christina Jackson,19,Central African Republic,3.73,Excel,BS Accounting & Finance
Gabriel Hamilton,17,French Polynesia,3.09,SQL,BS Information Technology
Dominic Harris,24,Isle of Man,2.86,Statistics,BS Data Science
Michelle Thornton,21,New Caledonia,3.54,R,BS Data Science
Brian Davis,18,Lao People's Democratic Republic,3.97,SQL,BS Computer Science
Robert Castaneda,17,Saint Pierre and Miquelon,3.62,Excel,BBA
Jeffery Harrison,21,Jersey,3.98,Excel,BS Accounting & Finance
Olivia Lopez,16,Jersey,2.77,Python,BS Data Science
Ryan Mayer,25,Saudi Arabia,3.04,R,BS Data Science
Jeremy White,16,Guyana,2.56,Excel,BS Business Analytics
Danielle Cooper,19,Heard Island and McDonald Islands,3.84,Financial Modelling,BS Accounting & Finance
Brent Smith,24,Barbados,3.29,Excel,BS Business Analytics
Edward Decker,21,Seychelles,2.2,Excel,BS Information Technology
Jamie Trujillo,25,Cayman Islands,3.78,Python,BS Computer Science
Devin Johnson,25,Guadeloupe,3.31,Excel,BS Accounting & Finance
David Taylor,23,Sao Tome and Principe,3.3,Python,BS Computer Science
Robert Richardson,17,Nauru,3.22,SQL,BS Computer Science
Marco Estrada,18,Portugal,2.92,Python,BS Software Engineering
Walter Bailey,23,Cote d'Ivoire,3.57,Excel,BS Accounting & Finance
John Munoz,25,Portugal,3.51,Management,BBA
Joseph Clark,20,Libyan Arab Jamahiriya,2.65,Excel,BS Accounting & Finance
Robin Wilkerson,18,Suriname,2.96,Excel,BS Information Technology
Robert Wilson,22,French Southern Territories,2.86,None,BBA
Mr. James Weiss,17,Czech Republic,2.04,SQL,BS Information Technology
Daniel Alvarado,24,Lesotho,2.45,Financial Modelling,BS Accounting & Finance
Sarah Walker,22,Ukraine,3.8,SQL,BS Business Analytics
Dawn Miller,17,Tajikistan,2.13,R,BS Data Science
Kristen Blevins,18,Northern Mariana Islands,3.55,Python,BS Computer Science
Christopher Frost,18,Mayotte,2.9,Python,BS Data Science
Jody Stein,17,China,3.15,Risk Management,BS Accounting & Finance
Jessica Hunter,23,Togo,2.92,R,BS Data Science
John Fleming,24,Papua New Guinea,2.04,Excel,BS Information Technology
Mary Hudson,24,Honduras,3.58,None,BBA
Joy Ruiz,20,Belize,2.51,Management,BBA
Adam Smith,18,British Indian Ocean Territory (Chagos Archipelago),3.6,Excel,BS Accounting & Finance
Pamela Rodriguez,24,Ukraine,2.84,Statistics,BS Business Analytics
Mr. Gregory Peterson,17,Ireland,3.64,Risk Management,BS Accounting & Finance
Karen Irwin,17,Belgium,3.23,Excel,BBA
Taylor Kennedy,25,Denmark,2.64,Excel,BS Business Analytics
Carl Smith,22,Somalia,2,SQL,BS Business Analytics
Sandra Butler,19,Greenland,3.4,Python,BS Computer Science
Brittany Rogers,21,Burundi,3.12,SQL,BS Business Analytics
Teresa Hammond,18,Nigeria,3.43,Excel,BS Information Technology
Michael Guerrero,18,Czech Republic,2.85,Statistics,BS Business Analytics
Nathan Estrada,17,Guatemala,2.91,R,BS Data Science
Michael Schmidt,25,Chile,2.77,Statistics,BS Business Analytics
Miss Sharon Gilbert,25,Guinea,2.82,Statistics,BS Business Analytics
Cameron Williams,24,Luxembourg,2.34,Python,BS Software Engineering
Brenda Yang,22,French Polynesia,2.37,None,BBA
Richard Phelps,22,Turks and Caicos Islands,2.42,Statistics,BS Business Analytics
John Grant,18,Norway,2.62,None,BBA
Dr. Bridget Watson,18,Cape Verde,3.11,Excel,BS Business Analytics
Charlene Young,25,Mozambique,2.61,Python,BS Software Engineering
Sheri Larson,20,Benin,2.06,Statistics,BS Business Analytics
Angela Wood,22,Namibia,3.26,Risk Management,BS Accounting & Finance
Lisa Allen,22,Cayman Islands,2.29,Python,BS Data Science
Kevin Harrington,18,Namibia,3.51,Excel,BS Accounting & Finance
Angel Wilson,16,Sri Lanka,2.89,Python,BS Software Engineering
Zachary Schneider,25,Dominica,3.03,Python,BS Software Engineering
Jason Webb,20,Panama,3.86,Excel,BS Information Technology
